"ensembl_gene_id"	"entrezgene_id"	"hgnc_symbol"	"gene_biotype"
"ENSG00000234127"	7726	"TRIM26"	"protein_coding"
"ENSG00000165178"	654817	"NCF1C"	"unprocessed_pseudogene"
"ENSG00000170788"	143241	"DYDC1"	"protein_coding"
"ENSG00000236531"	NA	""	"lncRNA"
"ENSG00000267576"	NA	""	"lncRNA"
"ENSG00000224122"	100861520	"POU6F2-AS1"	"lncRNA"
"ENSG00000197044"	126068	"ZNF441"	"protein_coding"
"ENSG00000282879"	NA	""	"processed_pseudogene"
"ENSG00000240651"	NA	"SEPTIN7P4"	"unprocessed_pseudogene"
"ENSG00000205754"	NA	"SLCO1B7"	"transcribed_unprocessed_pseudogene"
"ENSG00000232158"	NA	"C11orf98P1"	"processed_pseudogene"
"ENSG00000228024"	NA	"CYP1D1P"	"unprocessed_pseudogene"
"ENSG00000233178"	NA	""	"lncRNA"
"ENSG00000267343"	NA	"ZNF833P"	"transcribed_unprocessed_pseudogene"
"ENSG00000127952"	51657	"STYXL1"	"protein_coding"
"ENSG00000278001"	NA	""	"processed_pseudogene"
"ENSG00000225345"	NA	"SNX18P3"	"transcribed_unprocessed_pseudogene"
"ENSG00000111203"	55846	"ITFG2"	"protein_coding"
"ENSG00000196646"	7695	"ZNF136"	"protein_coding"
"ENSG00000015475"	637	"BID"	"protein_coding"
"ENSG00000225937"	50652	"PCA3"	"lncRNA"
"ENSG00000107719"	27143	"PALD1"	"protein_coding"
"ENSG00000286612"	NA	""	"lncRNA"
"ENSG00000236060"	NA	"HSPB1P1"	"processed_pseudogene"
"ENSG00000232851"	NA	"ATP5MFP3"	"processed_pseudogene"
"ENSG00000266922"	NA	""	"lncRNA"
"ENSG00000286414"	NA	""	"lncRNA"
"ENSG00000214223"	664709	"HNRNPA1P10"	"processed_pseudogene"
"ENSG00000167664"	126259	"TMIGD2"	"protein_coding"
"ENSG00000276203"	642929	"ANKRD20A3P"	"protein_coding"
"ENSG00000280288"	NA	""	"TEC"
"ENSG00000274150"	NA	"FADS2B"	"unprocessed_pseudogene"
"ENSG00000264235"	104968399	"MYL12-AS1"	"lncRNA"
"ENSG00000255489"	NA	""	"processed_pseudogene"
"ENSG00000118680"	103910	"MYL12B"	"protein_coding"
"ENSG00000255357"	NA	""	"lncRNA"
"ENSG00000244176"	NA	""	"processed_pseudogene"
"ENSG00000175619"	119765	"OR4B1"	"protein_coding"
"ENSG00000270367"	NA	""	"processed_pseudogene"
"ENSG00000232958"	NA	""	"unprocessed_pseudogene"
"ENSG00000287059"	NA	""	"lncRNA"
"ENSG00000272529"	NA	""	"lncRNA"
"ENSG00000238267"	NA	""	"processed_pseudogene"
"ENSG00000196653"	91392	"ZNF502"	"protein_coding"
"ENSG00000149182"	84364	"ARFGAP2"	"protein_coding"
"ENSG00000258549"	NA	""	"processed_pseudogene"
"ENSG00000237331"	NA	"XIAP-AS1"	"lncRNA"
"ENSG00000242509"	NA	"RN7SL156P"	"misc_RNA"
"ENSG00000211839"	NA	"TRAJ50"	"TR_J_gene"
"ENSG00000279585"	NA	""	"TEC"
"ENSG00000258928"	102723604	""	"lncRNA"
"ENSG00000101342"	140711	"TLDC2"	"protein_coding"
"ENSG00000267723"	NA	""	"lncRNA"
"ENSG00000270413"	NA	""	"processed_pseudogene"
"ENSG00000279521"	NA	""	"TEC"
"ENSG00000269378"	NA	"ITGB1P1"	"processed_pseudogene"
"ENSG00000242417"	NA	"RPL18P1"	"processed_pseudogene"
"ENSG00000258536"	NA	"FKBP1BP1"	"processed_pseudogene"
"ENSG00000267174"	NA	""	"lncRNA"
"ENSG00000286464"	NA	""	"lncRNA"
"ENSG00000198930"	158511	"CSAG1"	"protein_coding"
"ENSG00000100650"	6430	"SRSF5"	"protein_coding"
"ENSG00000123136"	10212	"DDX39A"	"protein_coding"
"ENSG00000152217"	26040	"SETBP1"	"protein_coding"
"ENSG00000156639"	60685	"ZFAND3"	"protein_coding"
"ENSG00000165841"	1557	"CYP2C19"	"protein_coding"
"ENSG00000231241"	NA	"RPS3AP3"	"processed_pseudogene"
"ENSG00000224548"	NA	""	"processed_pseudogene"
"ENSG00000226144"	NA	"RPS27AP3"	"processed_pseudogene"
"ENSG00000241229"	NA	"RN7SL443P"	"misc_RNA"
"ENSG00000278803"	NA	"PWWP4"	"protein_coding"
"ENSG00000287570"	NA	""	"lncRNA"
"ENSG00000234696"	100128688	"GPR50-AS1"	"lncRNA"
"ENSG00000132823"	51526	"OSER1"	"protein_coding"
"ENSG00000270251"	NA	""	"processed_pseudogene"
"ENSG00000227083"	NA	""	"lncRNA"
"ENSG00000213401"	4111	"MAGEA12"	"protein_coding"
"ENSG00000246705"	55766	"H2AJ"	"protein_coding"
"ENSG00000230757"	NA	"NFU1P1"	"processed_pseudogene"
"ENSG00000169964"	131616	"TMEM42"	"protein_coding"
"ENSG00000223891"	100505783	"OSER1-DT"	"lncRNA"
"ENSG00000010219"	8798	"DYRK4"	"protein_coding"
"ENSG00000237208"	101928495	""	"lncRNA"
"ENSG00000161992"	146325	"PRR35"	"protein_coding"
"ENSG00000228517"	653282	"CT47A7"	"protein_coding"
"ENSG00000287152"	NA	""	"lncRNA"
"ENSG00000164825"	1672	"DEFB1"	"protein_coding"
"ENSG00000232167"	NA	""	"processed_pseudogene"
"ENSG00000149596"	57158	"JPH2"	"protein_coding"
"ENSG00000274579"	NA	""	"processed_pseudogene"
"ENSG00000251576"	101927565	"LINC01267"	"lncRNA"
"ENSG00000288110"	NA	""	"lncRNA"
"ENSG00000108219"	81619	"TSPAN14"	"protein_coding"
"ENSG00000213924"	NA	"HNRNPH1P2"	"processed_pseudogene"
"ENSG00000231937"	NA	""	"lncRNA"
"ENSG00000285620"	NA	"FAM90A16P"	"protein_coding"
"ENSG00000182195"	23641	"LDOC1"	"protein_coding"
"ENSG00000168032"	956	"ENTPD3"	"protein_coding"
"ENSG00000272485"	NA	""	"lncRNA"
"ENSG00000065054"	9351	"SLC9A3R2"	"protein_coding"
"ENSG00000229274"	105375009	"LINC02829"	"lncRNA"
"ENSG00000224630"	NA	""	"processed_pseudogene"
"ENSG00000214827"	4515	"MTCP1"	"protein_coding"
"ENSG00000215124"	NA	"AMD1P4"	"processed_pseudogene"
"ENSG00000235523"	NA	""	"lncRNA"
"ENSG00000147533"	51125	"GOLGA7"	"protein_coding"
"ENSG00000271755"	NA	""	"lncRNA"
"ENSG00000233262"	NA	""	"lncRNA"
"ENSG00000228467"	NA	""	"lncRNA"
"ENSG00000231276"	NA	"E2F4P1"	"processed_pseudogene"
"ENSG00000284534"	NA	""	"lncRNA"
"ENSG00000083223"	79670	"TUT7"	"protein_coding"
"ENSG00000279785"	NA	""	"TEC"
"ENSG00000229180"	NA	""	"transcribed_unprocessed_pseudogene"
"ENSG00000265670"	NA	""	"lncRNA"
"ENSG00000237555"	NA	""	"processed_pseudogene"
"ENSG00000201021"	NA	"RNU6-743P"	"snRNA"
"ENSG00000251702"	NA	"RNU6-857P"	"snRNA"
"ENSG00000233711"	NA	"EIF4EBP2P1"	"processed_pseudogene"
"ENSG00000206998"	NA	""	"misc_RNA"
"ENSG00000134762"	1825	"DSC3"	"protein_coding"
"ENSG00000124193"	6431	"SRSF6"	"protein_coding"
"ENSG00000069998"	27440	"HDHD5"	"protein_coding"
"ENSG00000287521"	NA	""	"lncRNA"
"ENSG00000152926"	51351	"ZNF117"	"protein_coding"
"ENSG00000152926"	109504726	"ZNF117"	"protein_coding"
"ENSG00000235539"	NA	"MTND1P33"	"processed_pseudogene"
"ENSG00000231600"	NA	""	"unprocessed_pseudogene"
"ENSG00000197172"	4105	"MAGEA6"	"protein_coding"
"ENSG00000168477"	7148	"TNXB"	"protein_coding"
"ENSG00000288000"	NA	""	"protein_coding"
"ENSG00000201372"	NA	"RNU6-1251P"	"snRNA"
"ENSG00000234271"	NA	""	"processed_pseudogene"
"ENSG00000277611"	NA	""	"protein_coding"
"ENSG00000011677"	2556	"GABRA3"	"protein_coding"
"ENSG00000106070"	2887	"GRB10"	"protein_coding"
"ENSG00000226143"	NA	""	"lncRNA"
"ENSG00000101049"	10110	"SGK2"	"protein_coding"
"ENSG00000267474"	NA	""	"lncRNA"
"ENSG00000105514"	9545	"RAB3D"	"protein_coding"
"ENSG00000241489"	NA	""	"protein_coding"
"ENSG00000265888"	101927698	"DSCAS"	"lncRNA"
"ENSG00000134765"	1823	"DSC1"	"protein_coding"
"ENSG00000256371"	NA	"LRRC34P1"	"processed_pseudogene"
"ENSG00000225231"	100506159	"LINC02470"	"lncRNA"
"ENSG00000213423"	NA	"RBMX2P2"	"processed_pseudogene"
"ENSG00000224931"	NA	""	"processed_pseudogene"
"ENSG00000237741"	NA	""	"lncRNA"
"ENSG00000185247"	4110	"MAGEA11"	"protein_coding"
"ENSG00000246695"	NA	"RASSF8-AS1"	"lncRNA"
"ENSG00000100234"	7078	"TIMP3"	"protein_coding"
"ENSG00000267241"	NA	"CYP4F10P"	"unprocessed_pseudogene"
"ENSG00000144455"	285362	"SUMF1"	"protein_coding"
"ENSG00000144455"	100130207	"SUMF1"	"protein_coding"
"ENSG00000277486"	NA	"SAGE3P"	"unprocessed_pseudogene"
"ENSG00000102195"	9248	"GPR50"	"protein_coding"
"ENSG00000267379"	NA	""	"lncRNA"
"ENSG00000268834"	NA	"OR7A1P"	"transcribed_unprocessed_pseudogene"
"ENSG00000269911"	NA	"FAM226B"	"lncRNA"
"ENSG00000274601"	NA	""	"unprocessed_pseudogene"
"ENSG00000233382"	158801	"NKAPP1"	"transcribed_processed_pseudogene"
"ENSG00000184164"	79174	"CRELD2"	"protein_coding"
"ENSG00000282142"	NA	""	"lncRNA"
"ENSG00000123146"	976	"ADGRE5"	"protein_coding"
"ENSG00000253164"	NA	""	"lncRNA"
"ENSG00000171711"	1673	"DEFB4A"	"protein_coding"
"ENSG00000171711"	100289462	"DEFB4A"	"protein_coding"
"ENSG00000286085"	NA	""	"lncRNA"
"ENSG00000259151"	NA	"CAP2P1"	"transcribed_processed_pseudogene"
"ENSG00000242186"	NA	""	"transcribed_unitary_pseudogene"
"ENSG00000237025"	NA	"PARD6BP1"	"processed_pseudogene"
"ENSG00000286479"	NA	""	"lncRNA"
"ENSG00000228833"	NA	""	"unprocessed_pseudogene"
"ENSG00000183981"	NA	"MAGEA13P"	"processed_pseudogene"
"ENSG00000258558"	NA	""	"lncRNA"
"ENSG00000253279"	286135	"LINC02209"	"lncRNA"
"ENSG00000168282"	4247	"MGAT2"	"protein_coding"
"ENSG00000009694"	10178	"TENM1"	"protein_coding"
"ENSG00000107854"	80351	"TNKS2"	"protein_coding"
"ENSG00000243265"	NA	"RPL23AP55"	"processed_pseudogene"
"ENSG00000253377"	NA	""	"lncRNA"
"ENSG00000033170"	2530	"FUT8"	"protein_coding"
"ENSG00000253457"	100507341	"SMIM18"	"protein_coding"
"ENSG00000263698"	NA	""	"lncRNA"
"ENSG00000134760"	1828	"DSG1"	"protein_coding"
"ENSG00000257237"	NA	""	"unprocessed_pseudogene"
"ENSG00000253100"	NA	""	"lncRNA"
"ENSG00000285724"	NA	""	"lncRNA"
"ENSG00000261324"	NA	""	"lncRNA"
"ENSG00000234589"	NA	""	"processed_pseudogene"
"ENSG00000278256"	NA	""	"unprocessed_pseudogene"
"ENSG00000287739"	NA	""	"lncRNA"
"ENSG00000256923"	NA	""	"lncRNA"
"ENSG00000177243"	55894	"DEFB103B"	"protein_coding"
"ENSG00000277458"	NA	""	"unprocessed_pseudogene"
"ENSG00000278687"	NA	""	"processed_pseudogene"
"ENSG00000261195"	NA	""	"lncRNA"
"ENSG00000212128"	50838	"TAS2R13"	"protein_coding"
"ENSG00000255910"	NA	""	"lncRNA"
"ENSG00000262801"	NA	""	"lncRNA"
"ENSG00000233424"	NA	""	"lncRNA"
"ENSG00000231788"	NA	"RPL31P50"	"processed_pseudogene"
"ENSG00000232843"	NA	"SNX18P2"	"processed_pseudogene"
"ENSG00000239986"	NA	""	"processed_pseudogene"
"ENSG00000236507"	NA	""	"lncRNA"
"ENSG00000258144"	NA	"LINC02406"	"lncRNA"
"ENSG00000205746"	NA	"PKD1P4"	"transcribed_unprocessed_pseudogene"
"ENSG00000147419"	55246	"CCDC25"	"protein_coding"
"ENSG00000107282"	320	"APBA1"	"protein_coding"
"ENSG00000256852"	NA	"KNOP1P1"	"processed_pseudogene"
"ENSG00000256987"	NA	""	"processed_pseudogene"
"ENSG00000110975"	341359	"SYT10"	"protein_coding"
"ENSG00000207019"	NA	"RNU6-167P"	"snRNA"
"ENSG00000154611"	143471	"PSMA8"	"protein_coding"
"ENSG00000107443"	54619	"CCNJ"	"protein_coding"
"ENSG00000102858"	23295	"MGRN1"	"protein_coding"
"ENSG00000221840"	81318	"OR4A5"	"protein_coding"
"ENSG00000255375"	NA	""	"lncRNA"
"ENSG00000254926"	NA	""	"unprocessed_pseudogene"
"ENSG00000256030"	NA	"CBX3P4"	"transcribed_processed_pseudogene"
"ENSG00000228375"	NA	"RPS20P25"	"processed_pseudogene"
"ENSG00000254919"	NA	""	"lncRNA"
"ENSG00000282876"	NA	""	"lncRNA"
"ENSG00000107165"	7306	"TYRP1"	"protein_coding"
"ENSG00000101052"	51098	"IFT52"	"protein_coding"
"ENSG00000187950"	341350	"OVCH1"	"protein_coding"
"ENSG00000254717"	NA	"GLYATL1P2"	"transcribed_unprocessed_pseudogene"
"ENSG00000255202"	NA	""	"lncRNA"
"ENSG00000255279"	NA	""	"lncRNA"
"ENSG00000167996"	2495	"FTH1"	"protein_coding"
"ENSG00000229927"	NA	"RHEBP1"	"processed_pseudogene"
"ENSG00000287009"	NA	""	"lncRNA"
"ENSG00000226412"	NA	"LINC02628"	"lncRNA"
"ENSG00000215467"	NA	"RPL27AP"	"processed_pseudogene"
"ENSG00000287528"	NA	""	"lncRNA"
"ENSG00000101057"	4605	"MYBL2"	"protein_coding"
"ENSG00000237949"	NA	"LINC00844"	"lncRNA"
"ENSG00000234562"	NA	"TPMTP2"	"processed_pseudogene"
"ENSG00000230409"	NA	"TCEA1P2"	"processed_pseudogene"
"ENSG00000231449"	NA	""	"processed_pseudogene"
"ENSG00000285810"	NA	""	"lncRNA"
"ENSG00000213449"	NA	"GAPDHP28"	"processed_pseudogene"
"ENSG00000233533"	NA	"MKNK2P1"	"processed_pseudogene"
"ENSG00000267500"	NA	"ZNF887P"	"transcribed_unprocessed_pseudogene"
"ENSG00000122872"	NA	"ARL4AP1"	"processed_pseudogene"
"ENSG00000213854"	NA	"CNN2P6"	"processed_pseudogene"
"ENSG00000287221"	NA	""	"lncRNA"
"ENSG00000213484"	NA	"EIF4A1P8"	"processed_pseudogene"
"ENSG00000237135"	NA	"DDX10P1"	"processed_pseudogene"
"ENSG00000154845"	9989	"PPP4R1"	"protein_coding"
"ENSG00000278992"	NA	""	"TEC"
"ENSG00000225067"	NA	"RPL23AP2"	"processed_pseudogene"
"ENSG00000228566"	NA	""	"lncRNA"
"ENSG00000131381"	64145	"RBSN"	"protein_coding"
"ENSG00000177599"	126069	"ZNF491"	"protein_coding"
"ENSG00000224761"	NA	"CCNYL4"	"transcribed_unprocessed_pseudogene"
"ENSG00000224297"	NA	""	"processed_pseudogene"
"ENSG00000029153"	56938	"ARNTL2"	"protein_coding"
"ENSG00000204818"	NA	"ADGRF5P2"	"transcribed_unprocessed_pseudogene"
"ENSG00000166049"	139135	"PASD1"	"protein_coding"
"ENSG00000156049"	9630	"GNA14"	"protein_coding"
"ENSG00000127530"	26664	"OR7C1"	"protein_coding"
"ENSG00000251413"	NA	""	"lncRNA"
"ENSG00000227683"	NA	""	"lncRNA"
"ENSG00000233318"	NA	"RPL31P45"	"processed_pseudogene"
"ENSG00000232229"	643529	"LINC00865"	"lncRNA"
"ENSG00000124196"	149699	"GTSF1L"	"protein_coding"
"ENSG00000105137"	85360	"SYDE1"	"protein_coding"
"ENSG00000173335"	128822	"CST9"	"protein_coding"
"ENSG00000278561"	NA	"PTPN20CP"	"unprocessed_pseudogene"
"ENSG00000107372"	7763	"ZFAND5"	"protein_coding"
"ENSG00000138134"	57559	"STAMBPL1"	"protein_coding"
"ENSG00000244687"	7335	"UBE2V1"	"protein_coding"
"ENSG00000287404"	NA	""	"lncRNA"
"ENSG00000065060"	54887	"UHRF1BP1"	"protein_coding"
"ENSG00000147255"	3547	"IGSF1"	"protein_coding"
"ENSG00000247765"	NA	""	"lncRNA"
"ENSG00000206190"	57194	"ATP10A"	"protein_coding"
"ENSG00000130173"	55908	"ANGPTL8"	"protein_coding"
"ENSG00000149503"	3619	"INCENP"	"protein_coding"
"ENSG00000188677"	29780	"PARVB"	"protein_coding"
"ENSG00000233200"	NA	"LINC02634"	"lncRNA"
"ENSG00000095713"	55118	"CRTAC1"	"protein_coding"
"ENSG00000160994"	126402	"CCDC105"	"protein_coding"
"ENSG00000220586"	NA	"TUBBP9"	"transcribed_processed_pseudogene"
"ENSG00000253425"	NA	"HSPA8P13"	"unprocessed_pseudogene"
"ENSG00000253620"	NA	""	"processed_pseudogene"
"ENSG00000127507"	30817	"ADGRE2"	"protein_coding"
"ENSG00000253535"	NA	""	"lncRNA"
"ENSG00000254309"	NA	""	"processed_pseudogene"
"ENSG00000253396"	105379391	""	"lncRNA"
"ENSG00000253746"	NA	""	"lncRNA"
"ENSG00000253381"	NA	""	"lncRNA"
"ENSG00000249848"	NA	""	"processed_pseudogene"
"ENSG00000280453"	NA	""	"TEC"
"ENSG00000248423"	NA	""	"processed_pseudogene"
"ENSG00000157093"	131375	"LYZL4"	"protein_coding"
"ENSG00000253774"	NA	""	"lncRNA"
"ENSG00000124721"	1769	"DNAH8"	"protein_coding"
"ENSG00000147454"	51312	"SLC25A37"	"protein_coding"
"ENSG00000287769"	NA	""	"lncRNA"
"ENSG00000234819"	NA	""	"processed_pseudogene"
"ENSG00000229454"	NA	""	"lncRNA"
"ENSG00000224958"	572558	"PGM5-AS1"	"lncRNA"
"ENSG00000232490"	100874206	"OSBPL10-AS1"	"lncRNA"
"ENSG00000230003"	NA	""	"processed_pseudogene"
"ENSG00000156017"	138199	"CARNMT1"	"protein_coding"
"ENSG00000186446"	115560	"ZNF501"	"protein_coding"
"ENSG00000259000"	NA	"DOCK11P1"	"processed_pseudogene"
"ENSG00000240463"	NA	"RPS19P3"	"processed_pseudogene"
"ENSG00000259868"	NA	""	"lncRNA"
"ENSG00000253899"	NA	""	"processed_pseudogene"
"ENSG00000120875"	1846	"DUSP4"	"protein_coding"
"ENSG00000230997"	NA	"RAB42P1"	"processed_pseudogene"
"ENSG00000258856"	NA	""	"transcribed_processed_pseudogene"
"ENSG00000287663"	NA	""	"lncRNA"
"ENSG00000277050"	NA	""	"lncRNA"
"ENSG00000259061"	NA	""	"lncRNA"
"ENSG00000181192"	55526	"DHTKD1"	"protein_coding"
"ENSG00000259044"	NA	""	"lncRNA"
"ENSG00000176903"	9240	"PNMA1"	"protein_coding"
"ENSG00000131196"	4772	"NFATC1"	"protein_coding"
"ENSG00000258993"	NA	""	"processed_pseudogene"
"ENSG00000232388"	388789	"SMIM26"	"protein_coding"
"ENSG00000197930"	30001	"ERO1A"	"protein_coding"
"ENSG00000253888"	NA	""	"lncRNA"
"ENSG00000122711"	27290	"SPINK4"	"protein_coding"
"ENSG00000233176"	NA	"OR7E157P"	"unprocessed_pseudogene"
"ENSG00000144642"	27303	"RBMS3"	"protein_coding"
"ENSG00000125835"	6628	"SNRPB"	"protein_coding"
"ENSG00000104626"	90459	"ERI1"	"protein_coding"
"ENSG00000254894"	NA	"NAV2-AS1"	"lncRNA"
"ENSG00000241228"	NA	"RPL12P31"	"processed_pseudogene"
"ENSG00000168795"	9925	"ZBTB5"	"protein_coding"
"ENSG00000281550"	NA	""	"IG_V_pseudogene"
"ENSG00000175104"	7189	"TRAF6"	"protein_coding"
"ENSG00000254398"	NA	""	"unprocessed_pseudogene"
"ENSG00000270451"	NA	"IGHD4OR15-4B"	"IG_D_gene"
"ENSG00000258684"	NA	"BMS1P16"	"unprocessed_pseudogene"
"ENSG00000227809"	101927358	""	"lncRNA"
"ENSG00000278621"	NA	"THBS1-AS1"	"lncRNA"
"ENSG00000261747"	NA	""	"unprocessed_pseudogene"
"ENSG00000273900"	NA	""	"processed_pseudogene"
"ENSG00000280655"	NA	""	"IG_V_pseudogene"
"ENSG00000268364"	NA	"SMC5-DT"	"lncRNA"
"ENSG00000258997"	NA	"NF1P2"	"unprocessed_pseudogene"
"ENSG00000135040"	60560	"NAA35"	"protein_coding"
"ENSG00000135362"	79899	"PRR5L"	"protein_coding"
"ENSG00000223885"	NA	"FAM90A13P"	"unprocessed_pseudogene"
"ENSG00000253891"	NA	""	"lncRNA"
"ENSG00000275325"	NA	"PDCD6IPP1"	"transcribed_unprocessed_pseudogene"
"ENSG00000177306"	NA	"OR7E125P"	"unprocessed_pseudogene"
"ENSG00000253571"	NA	""	"processed_pseudogene"
"ENSG00000253505"	NA	""	"lncRNA"
"ENSG00000261365"	NA	""	"unprocessed_pseudogene"
"ENSG00000177669"	619373	"MBOAT4"	"protein_coding"
"ENSG00000166133"	27079	"RPUSD2"	"protein_coding"
"ENSG00000236831"	NA	"YME1L1P1"	"unprocessed_pseudogene"
"ENSG00000287150"	NA	""	"lncRNA"
"ENSG00000282160"	NA	""	"lncRNA"
"ENSG00000253108"	NA	""	"lncRNA"
"ENSG00000155252"	55361	"PI4K2A"	"protein_coding"
"ENSG00000130538"	81061	"OR11H1"	"protein_coding"
"ENSG00000237299"	NA	""	"unprocessed_pseudogene"
"ENSG00000235759"	NA	"ARHGAP42P3"	"processed_pseudogene"
"ENSG00000069206"	8756	"ADAM7"	"protein_coding"
"ENSG00000233408"	NA	""	"lncRNA"
"ENSG00000259598"	NA	""	"lncRNA"
"ENSG00000188403"	NA	"IGHV1OR15-9"	"IG_V_gene"
"ENSG00000215268"	NA	""	"processed_pseudogene"
"ENSG00000213727"	NA	""	"processed_pseudogene"
"ENSG00000270955"	NA	""	"processed_pseudogene"
"ENSG00000230643"	NA	""	"unprocessed_pseudogene"
"ENSG00000211691"	NA	"TRGJP"	"TR_J_gene"
"ENSG00000276800"	NA	""	"misc_RNA"
"ENSG00000228564"	100506050	"LINC01005"	"lncRNA"
"ENSG00000276928"	NA	""	"unprocessed_pseudogene"
"ENSG00000261418"	NA	"HERC2P6"	"unprocessed_pseudogene"
"ENSG00000183506"	NA	"PI4KAP2"	"transcribed_unitary_pseudogene"
"ENSG00000258654"	NA	""	"lncRNA"
"ENSG00000272693"	441242	""	"transcribed_unprocessed_pseudogene"
"ENSG00000259690"	NA	""	"lncRNA"
"ENSG00000238131"	NA	"LINC02854"	"lncRNA"
"ENSG00000279503"	NA	""	"TEC"
"ENSG00000101307"	10326	"SIRPB1"	"protein_coding"
"ENSG00000234359"	NA	"ELK1P1"	"processed_pseudogene"
"ENSG00000273749"	23191	"CYFIP1"	"protein_coding"
"ENSG00000187559"	286380	"FOXD4L3"	"protein_coding"
"ENSG00000229459"	NA	""	"lncRNA"
"ENSG00000130045"	158046	"NXNL2"	"protein_coding"
"ENSG00000270749"	NA	""	"processed_pseudogene"
"ENSG00000234215"	100507468	"CT66"	"lncRNA"
"ENSG00000227404"	NA	"KRT8P20"	"processed_pseudogene"
"ENSG00000254271"	NA	"ANK3-DT"	"lncRNA"
"ENSG00000187553"	340665	"CYP26C1"	"protein_coding"
"ENSG00000281593"	NA	""	"protein_coding"
"ENSG00000277737"	NA	""	"unprocessed_pseudogene"
"ENSG00000223614"	730291	"ZNF735"	"protein_coding"
"ENSG00000287333"	NA	""	"lncRNA"
"ENSG00000285165"	NA	""	"lncRNA"
"ENSG00000285907"	NA	""	"lncRNA"
"ENSG00000226063"	NA	""	"lncRNA"
"ENSG00000231193"	NA	""	"lncRNA"
"ENSG00000005020"	8935	"SKAP2"	"protein_coding"
"ENSG00000229345"	NA	""	"lncRNA"
"ENSG00000230565"	414208	"ZNF32-AS2"	"lncRNA"
"ENSG00000165233"	84270	"CARD19"	"protein_coding"
"ENSG00000107551"	83937	"RASSF4"	"protein_coding"
"ENSG00000110442"	29099	"COMMD9"	"protein_coding"
"ENSG00000139946"	57161	"PELI2"	"protein_coding"
"ENSG00000197724"	5253	"PHF2"	"protein_coding"
"ENSG00000258696"	NA	""	"lncRNA"
"ENSG00000256243"	NA	"RPL7AP3"	"processed_pseudogene"
"ENSG00000125879"	56914	"OTOR"	"protein_coding"
"ENSG00000119660"	NA	"DPPA5P4"	"processed_pseudogene"
"ENSG00000258550"	NA	"OR7E106P"	"unprocessed_pseudogene"
"ENSG00000259032"	NA	"ENSAP2"	"processed_pseudogene"
"ENSG00000243023"	NA	"UBA52P3"	"processed_pseudogene"
"ENSG00000147459"	80005	"DOCK5"	"protein_coding"
"ENSG00000259137"	NA	""	"processed_pseudogene"
"ENSG00000257503"	NA	"CYB5AP5"	"processed_pseudogene"
"ENSG00000139977"	122830	"NAA30"	"protein_coding"
"ENSG00000271303"	140809	"SRXN1"	"protein_coding"
"ENSG00000142319"	6531	"SLC6A3"	"protein_coding"
"ENSG00000125821"	92675	"DTD1"	"protein_coding"
"ENSG00000254927"	NA	""	"lncRNA"
"ENSG00000124935"	10647	"SCGB1D2"	"protein_coding"
"ENSG00000286123"	NA	""	"lncRNA"
"ENSG00000259091"	400208	"LINC00517"	"lncRNA"
"ENSG00000121316"	79887	"PLBD1"	"protein_coding"
"ENSG00000254518"	NA	"LINC02750"	"lncRNA"
"ENSG00000176435"	161198	"CLEC14A"	"protein_coding"
"ENSG00000285283"	NA	""	"protein_coding"
"ENSG00000286355"	NA	""	"lncRNA"
"ENSG00000261819"	NA	""	"processed_pseudogene"
"ENSG00000285895"	NA	""	"lncRNA"
"ENSG00000262116"	NA	""	"lncRNA"
"ENSG00000186660"	80829	"ZFP91"	"protein_coding"
"ENSG00000103528"	51760	"SYT17"	"protein_coding"
"ENSG00000182732"	9628	"RGS6"	"protein_coding"
"ENSG00000130703"	9885	"OSBPL2"	"protein_coding"
"ENSG00000233832"	NA	""	"processed_pseudogene"
"ENSG00000155629"	118788	"PIK3AP1"	"protein_coding"
"ENSG00000232749"	NA	""	"lncRNA"
"ENSG00000252143"	NA	""	"scaRNA"
"ENSG00000222352"	NA	"RN7SKP221"	"misc_RNA"
"ENSG00000241571"	NA	"ATP5F1AP7"	"processed_pseudogene"
"ENSG00000275293"	NA	""	"misc_RNA"
"ENSG00000224820"	NA	"BTF3P4"	"processed_pseudogene"
"ENSG00000223377"	NA	""	"unprocessed_pseudogene"
"ENSG00000100403"	23264	"ZC3H7B"	"protein_coding"
"ENSG00000232664"	NA	"LARP1BP3"	"processed_pseudogene"
"ENSG00000213816"	NA	"CNN2P4"	"processed_pseudogene"
"ENSG00000270807"	NA	""	"processed_pseudogene"
"ENSG00000241418"	NA	"MCRIP2P1"	"processed_pseudogene"
"ENSG00000275297"	NA	""	"lncRNA"
"ENSG00000285870"	NA	""	"lncRNA"
"ENSG00000076716"	2239	"GPC4"	"protein_coding"
"ENSG00000286332"	NA	""	"lncRNA"
"ENSG00000225997"	NA	"OR4A8"	"polymorphic_pseudogene"
"ENSG00000287329"	NA	""	"lncRNA"
"ENSG00000254508"	101928440	"FBXO3-DT"	"lncRNA"
"ENSG00000234665"	NA	"LERFS"	"lncRNA"
"ENSG00000183695"	117194	"MRGPRX2"	"protein_coding"
"ENSG00000236046"	NA	""	"lncRNA"
"ENSG00000164543"	9263	"STK17A"	"protein_coding"
"ENSG00000255333"	NA	""	"processed_pseudogene"
"ENSG00000216708"	NA	"CIR1P3"	"processed_pseudogene"
"ENSG00000240975"	NA	""	"processed_pseudogene"
"ENSG00000262292"	NA	"GRAPLDR"	"lncRNA"
"ENSG00000271369"	NA	""	"processed_pseudogene"
